total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy
300,0.9867,0.0133,272.81,318.34,320.92,0.9394,0.6633,8,2314.0101432800293,0.045528,0.199,pass,pass,pass
